TransactionID,Amount,ReferenceNumber,Date,Description
PXUMXHEW0NKW,536.71,REF-11321744,2025-07-12,payment
VFDRELS2VNYO,557.71,REF-45568693,2025-05-08,payment
HL2TD6DIT9G7,90.57,REF-56248031,2025-08-16,payment
CQZLH1L7WMAO,318.22,REF-72374596,2025-05-18,withdrawal
33WTL2ZDV9D7,948.79,REF-25999893,2025-10-28,invoice
RIGLBUEDQJWC,612.6,REF-80194817,2025-04-11,invoice
EZLZEC6KML3A,119.45,REF-69759960,2025-08-09,invoice
VIDDIJSNOXRV,665.58,REF-43220366,2026-01-11,payment
6CAASOPEHEKZ,118.55,REF-40192406,2025-04-03,payment
TRLUMQW4UKJQ,7.28,REF-93091909,2025-09-06,withdrawal
K0ABNE8BGUA9,934.59,REF-28435902,2025-05-04,invoice
3ZRP23PX0UTX,650.16,REF-68841703,2025-10-15,invoice
NRARIFJAZAXZ,382.54,REF-52848158,2025-05-01,deposit
5TTIL1HCHWKW,171.78,REF-76981697,2025-12-22,invoice
ZF24OGOM9JMP,16.95,REF-66452644,2025-06-17,deposit
BFGVGXPN1HY4,815.67,REF-51875021,2026-01-23,withdrawal
DNZ2W7YU9WEL,27.09,REF-54159750,2025-03-03,payment
ALIMG0ELH9QD,871.8,REF-23932319,2025-09-13,invoice
H1WSYYMKKMCK,109.26,REF-87656188,2025-04-26,deposit
TC2M46EL7MAV,746.2,REF-79936435,2025-03-30,withdrawal
MDUBWYSML2U4,424.66,REF-46275472,2025-07-05,payment
2SKX1GTBYZ1E,182.07,REF-54636900,2026-01-11,invoice
PRSFSQTLQ5CH,400.73,REF-33232721,2025-06-02,withdrawal
SZRGE2304VIT,381,REF-43853425,2025-07-13,deposit
4RMTFME5MNRU,949.8,REF-77999701,2025-04-03,payment
WAAPQSY68EVL,819.8,REF-78011874,2025-11-28,deposit
TLGSEJX4JT7I,952.54,REF-39971574,2025-05-31,payment
ISX3EUYUWRCR,667.68,REF-08297250,2025-08-16,deposit
CVVU3UPO4JOO,822.52,REF-72099453,2025-08-20,payment
ANHDK1GIGAFP,806.27,REF-55224413,2026-01-10,payment
3OIY4ZMVDLO6,206.52,REF-84531585,2026-01-02,withdrawal
AHAVGCZSQDVI,351.91,REF-52244196,2025-09-23,invoice
LBHOW62YDOXV,558.32,REF-49741177,2026-01-16,deposit
KJQUMXF9Q9J2,238.5,REF-17864388,2025-03-18,deposit
RXAQ4C6SZKEG,288.88,REF-42016379,2025-11-17,deposit
LYCH1VA5JVRE,975.9,REF-02260376,2025-09-07,invoice
LQJPVMAIWP7O,623.68,REF-25077136,2026-01-21,payment
1LGDJSBYIFI1,356.22,REF-42272533,2025-12-20,payment
XAAIEG8HV2EB,187.63,REF-93765112,2026-01-21,payment
ZIWSZZWZT35C,42.74,REF-11250344,2025-02-01,withdrawal
UXMMDMPMRGKC,123.38,REF-50170045,2025-10-03,invoice
TMWJVITKRUBU,235.45,REF-54396640,2025-04-05,invoice
G5RGMR8N7NXJ,975.31,REF-06995793,2025-03-06,deposit
KEZI5NYKHNRA,804.41,REF-79929572,2025-06-22,withdrawal
GTKT9IUWPQ0L,6.72,REF-38587000,2025-06-29,invoice
HSEYWZ3EUWCO,852.14,REF-09994880,2025-11-16,invoice
8DLKHAA2BDHO,649.59,REF-11385453,2025-06-29,payment
CWEBHQRNGLEL,772.05,REF-38629656,2025-11-06,invoice
10YTUMP4GHYQ,984.76,REF-86968047,2025-09-04,payment
4MYE5G31IXQ1,528.3,REF-76967038,2025-09-25,deposit
7731R7H9OOLO,841.59,REF-54085010,2025-11-21,payment
JSSFSULNVFDM,490.57,REF-54553629,2025-02-05,deposit
R9JA5RDGTFMS,776.69,REF-46409312,2025-11-28,withdrawal
XHTJHI8EJMV0,468.98,REF-83008684,2025-02-17,invoice
XU2EFVEAPMWK,576.35,REF-68398090,2025-10-20,withdrawal
9SLD5DP2D6RW,746.47,REF-06064629,2025-10-05,payment
K2WRO9C5XWQZ,912.2,REF-44549418,2025-05-30,invoice
J0X4JMWRFIQT,898.41,REF-92574821,2025-08-29,payment
SJ4NQDPQIN0I,466.78,REF-87955601,2025-10-15,invoice
HXAADJINVVVF,414.9,REF-29743792,2025-06-01,invoice
AJOFONTRVWOT,61.61,REF-98867777,2025-07-07,withdrawal
2FEJ7YYPXGYJ,392.2,REF-89954641,2025-01-28,payment
IOVVOUZXJVPZ,13.97,REF-55360475,2025-08-25,invoice
EBXUCIEKAVZY,666.68,REF-46500584,2025-10-19,payment
QWXFX8MRNQFL,200.02,REF-03354553,2025-12-31,deposit
FEUOSUVT3TSS,650.73,REF-43990552,2025-02-17,payment
NOPGFZMS7MOW,478.97,REF-97495176,2025-07-17,payment
22XR4INBPNJW,447.32,REF-23701581,2025-04-03,deposit
PVC7H3NT6TRN,981,REF-81879031,2025-11-08,payment
C7XNOBEIAVPZ,69.49,REF-88690071,2025-12-18,withdrawal
FUKEZDAMRSEP,586.77,REF-52105547,2025-12-06,deposit
7GSHIDFLG16G,72.83,REF-40758360,2025-04-24,payment
HSRF7EVEZBDK,187.42,REF-05477584,2025-04-02,deposit
X9FO9DCMCDRB,539.5,REF-68329779,2025-03-07,invoice
UCH87KRRSUBI,3.53,REF-02497659,2025-06-03,deposit
34MDRO566LDD,39.85,REF-80012075,2025-05-14,invoice
WLBJ91HJUBXI,471.31,REF-75140017,2025-08-16,withdrawal
MCSETIPY7EGW,696.6,REF-46229063,2025-05-07,invoice
7KMWT7JTXUWS,510.9,REF-12698613,2025-07-19,deposit
BU6KJ7KN63NE,29.59,REF-58432273,2025-11-24,withdrawal
A6YZ54ARHAX0,775.03,REF-23767920,2025-02-24,withdrawal
UMZ3T1QCXKU8,513.75,REF-06494289,2025-10-09,payment
E1LUIXY12CPF,646.14,REF-72589892,2025-05-08,deposit
KQQNMXQAHXZY,85.35,REF-43357005,2025-02-02,payment
AHORSGAL95PG,256.23,REF-94782516,2025-04-10,invoice
SXZ6MHW4GDJQ,110.02,REF-79885038,2025-04-20,deposit
1SXTGG3FKXT5,141.69,REF-37599886,2025-03-06,deposit
XJQ6T6KNI3S8,7.45,REF-39520691,2025-05-01,payment
UPCE0GAPIQ1Q,258.42,REF-56037659,2025-11-30,deposit
VTHFOILAWFKB,199.9,REF-83414471,2025-10-24,deposit
846XVZWWINQP,883.5,REF-04492948,2026-01-23,payment
FIN9A8WZBVZD,327.06,REF-07504241,2025-02-23,deposit
BQAGK163U0NT,843.6,REF-10645835,2025-04-29,deposit
8O3IONLYANBP,255.82,REF-76956419,2026-01-03,withdrawal
I09OC9VQGOAX,250.49,REF-67262921,2025-06-02,deposit
QWRSGM4PERGT,794.36,REF-67488724,2025-09-03,deposit
MVRUKS1DAKTC,782.6,REF-92030301,2025-10-29,payment
3WYEZRIUZRWF,320.91,REF-58288847,2025-07-10,deposit
Y6GDCQJWDWH6,272.65,REF-00430283,2025-11-10,deposit
JHBVJJYXTNLD,100.38,REF-61212112,2025-12-14,invoice
R9B26RNALYN4,347.32,REF-84573698,2025-02-27,withdrawal
IKYMWOLPDQB5,789.65,REF-03367878,2025-12-14,payment
NSG1ITSJPXID,710.54,REF-27651465,2025-05-29,invoice
SUDKTIKJWZKI,823.17,REF-15551211,2026-01-13,deposit
7O1YNOBRDUGY,917.55,REF-78887514,2025-12-06,invoice
YWC1LCJEIKMW,198.51,REF-62709131,2025-05-31,deposit
UJP4KSJIESCY,422.36,REF-31515893,2025-04-16,withdrawal
RQBYWV6UQ2DG,872.91,REF-46031836,2025-09-13,invoice
1XW0EIHJBH1W,922.58,REF-18631330,2025-04-25,payment
YFGWYC9YDWXI,218.43,REF-82539132,2025-11-16,deposit
RXS52XRSP5QX,119.86,REF-74983816,2025-08-20,withdrawal
IEXHRI4EPP9A,436.62,REF-42274883,2025-06-03,payment
SFGI9G73ROTI,108,REF-93330216,2025-07-30,payment
LDO7AR63JFFG,21.7,REF-90156670,2025-05-22,withdrawal
MRVNDRMEQKNU,7.37,REF-58057573,2025-10-16,withdrawal
VUICBDKVJ3KN,897.35,REF-21033417,2025-08-15,withdrawal
DGQA0NDE95GC,999.65,REF-64255638,2025-03-18,deposit
9KFFLLHEOLWV,913.6,REF-93498914,2025-02-24,withdrawal
AVEVWZPOYWCD,584.28,REF-39502487,2025-12-31,withdrawal
YVRAHNZNPRBV,382.87,REF-31725936,2025-10-05,payment
7PBJASQBUDPE,296.95,REF-40796063,2025-12-24,withdrawal
9CGPV33R9DFV,46.23,REF-82545321,2026-01-06,withdrawal
XZWFVEZYX9FY,439.66,REF-87162665,2025-03-19,payment
4FAEPM8Q30S6,88.34,REF-45637925,2026-01-23,withdrawal
1WUPEJCOVTII,34.72,REF-75285088,2025-10-15,withdrawal
PLPCQZ1FEX5L,746.87,REF-44619139,2025-11-23,withdrawal
M9QOW6CVSIBP,153.28,REF-22048708,2025-12-26,payment
BQYS9J7J3HMX,540.43,REF-61247080,2025-09-05,invoice
JRSOS5KQQIBS,588.02,REF-35819428,2025-11-19,payment
3GCB47FUQQ3A,590.76,REF-27644629,2025-05-31,deposit
FJKV9HJEELKY,710.6,REF-39972805,2025-06-18,payment
FETDQICQEPXS,320.96,REF-00097969,2025-03-08,invoice
OSYIFVASGIX4,741.16,REF-61660336,2025-12-10,withdrawal
YIGRLNYHDTDY,773.34,REF-17210888,2025-12-31,invoice
LYY4VJLSLK4U,42.7,REF-14320074,2025-12-10,deposit
BUVXDPJ2MYJ1,720.02,REF-42648776,2026-01-22,withdrawal
VDZAHSW2O6JC,100.83,REF-78598874,2025-05-26,withdrawal
3Z64MKHGCGC8,614.92,REF-69520591,2026-01-22,invoice
OYQJGJKWVF8O,151.08,REF-38098640,2025-03-03,deposit
7TJ4SDTDYKCA,876.91,REF-64371024,2026-01-07,deposit
MPGHCQPYAOTX,319.08,REF-23624109,2025-11-12,withdrawal
EM2MGDHX9DXR,31.21,REF-37860153,2025-10-19,invoice
7PBFBWA8I6RW,762.73,REF-24545548,2025-05-12,deposit
UMGPMSRSUBLI,665.02,REF-11290194,2026-01-08,deposit
SVXFV29Z9WTT,763.52,REF-91577358,2025-04-15,withdrawal
GYB3PVYMU5CU,589.67,REF-07375989,2025-09-30,deposit
JNVH3YTFQTUP,567.57,REF-10222357,2025-01-29,payment
K5IT6HKPTXNL,676.33,REF-79317417,2025-09-29,payment
TWABHPYR6DTA,800.29,REF-21960007,2025-09-04,invoice
T1VHABXGEJRF,349.37,REF-78302497,2025-06-20,invoice
ZRUIDNL1U8DL,794.87,REF-99883281,2025-07-16,payment
CFYVKUH1CIXF,431.73,REF-16321207,2025-10-04,payment
VVG8X2QSHWWY,562.92,REF-30551080,2025-04-09,deposit
KPTMRCFVHSCJ,397.15,REF-01752420,2025-03-22,deposit
DCXWSYFEP8N5,853.6,REF-67966258,2025-04-19,withdrawal
S1OOSZ3CT9OH,734.45,REF-44814957,2025-06-28,deposit
RYRAKUQQIMMS,312.58,REF-28386189,2025-10-18,payment
MJERRO0KX7W9,589.89,REF-98383285,2025-04-25,deposit
T6S3ZK0BDHIV,115.56,REF-81931787,2025-03-15,deposit
BKPLQYMHW9PO,748.32,REF-19267733,2025-10-19,payment
OGLPT2EYAO95,829.16,REF-56445843,2026-01-01,invoice
PXOJUIMCKV6E,289.71,REF-97088982,2025-11-27,invoice
PUK5QV8TN5EA,527.68,REF-68621843,2025-05-29,payment
AKIR42RCHRGH,710.4,REF-79114646,2025-12-23,payment
ZI9EMUFPDATZ,685.4,REF-70692563,2025-05-31,payment
9JAA8YZR7UK9,858.27,REF-07711028,2025-11-20,invoice
AWVQ3QEZTLHR,631.49,REF-12369886,2025-02-17,withdrawal
MXPFBCMCXKGA,234.17,REF-36466593,2025-12-07,invoice
MBIJXTYVVMCO,106.59,REF-26936026,2026-01-10,withdrawal
QB29BHRM639P,956.82,REF-30830006,2025-11-11,payment
FNLGN56MLDNX,377.37,REF-26791157,2025-05-10,deposit
PQPQQWNUIURJ,161.77,REF-83325095,2025-03-29,payment
AJAYAVJ4RCA4,498.47,REF-73566417,2025-05-19,invoice
KUBL2UCJVP1V,294.47,REF-33305587,2025-11-11,payment
1VUDQPO48QUZ,241.52,REF-91477017,2025-07-04,payment
CRW3QLNJHTEU,405.06,REF-46424334,2025-11-03,payment
T2QSEKQBYLQS,25,REF-25036267,2025-06-07,withdrawal
H3DF0DPVDSRR,259.54,REF-11660136,2025-12-30,invoice
KUFPLIQZSKAM,288.02,REF-53786712,2025-11-21,withdrawal
YPN8X71WOLA7,810.32,REF-11698075,2025-04-22,invoice
P2MCES4T91LC,302.73,REF-70423013,2025-07-17,withdrawal
H0YOJU2U8MI1,348.02,REF-78282537,2025-02-25,payment
OHIWBJXQ9RQY,845.42,REF-72986487,2025-11-27,payment
KUMRFJO5HYRA,45.67,REF-79895153,2026-01-06,deposit
OC4BJJPIEDA1,241.61,REF-10510347,2025-07-14,invoice
MS4RBOTMWJI0,199.47,REF-87676805,2025-03-23,deposit
KZIGQT5MGHOG,668.37,REF-11578521,2025-06-24,withdrawal
QOKXYEH1PSTT,327.12,REF-24341226,2025-05-25,payment
V6PA6CDMSWTW,180.25,REF-42323862,2026-01-11,withdrawal
1DMFJBEVHAOW,670.18,REF-13185453,2025-12-11,withdrawal
FXAVUNKW7YCW,965.41,REF-59425090,2025-12-22,invoice
3ENAEA5QUYPC,143.65,REF-82100680,2025-11-10,deposit
HUJNZZ7TUG94,866.16,REF-34050809,2025-05-05,withdrawal
JXKN1Z9K72QR,768.04,REF-33091891,2025-04-19,payment
YWYBIKG56LAP,454.17,REF-23624015,2025-05-16,payment
MIMI0PZJQG93,125.37,REF-27330275,2025-08-02,invoice
QHQJNXRB8TZM,711.48,REF-63948696,2025-12-15,deposit
TMW2P1MOOXZS,14.96,REF-16275881,2025-10-05,payment
AVMLWDGZENCW,946.63,REF-57204126,2025-10-01,withdrawal
8BATDPW3C6IN,186.93,REF-42913893,2025-10-11,withdrawal
QYEINJMHPUSG,158.39,REF-47681121,2025-03-08,invoice
FUHFOJJEQ7Z5,303.05,REF-01818146,2025-01-30,payment
PCHCF85XSVVB,86.36,REF-66931841,2025-07-23,invoice
IQWJCHDKTGUP,434.85,REF-98955047,2025-04-06,payment
VGBFNQTIHFOT,576.42,REF-75153583,2025-02-03,invoice
7JVHMSY4HM7R,179.67,REF-04673241,2025-02-14,payment
H9GFXW4IQQNP,655.8,REF-19264556,2025-06-16,invoice
ZJRB8RQAJMX2,749.21,REF-16460933,2025-09-23,deposit
E9Y5O3QSONRZ,702.52,REF-86784526,2025-03-10,invoice
RWQAFBBO5RWL,281.23,REF-17014939,2025-06-02,invoice
KPPM03B9FZKN,236.71,REF-20359822,2025-10-21,payment
KEZTLUHKOBQF,66.85,REF-04412195,2026-01-01,invoice
NRKIHSB8OVDX,501.7,REF-61639471,2025-03-21,withdrawal
TGOQX1UU1TKF,257.35,REF-49566086,2025-05-09,withdrawal
HA80ULBICLCO,1.55,REF-27310739,2026-01-01,payment
HHBIJGUXMZHL,407.77,REF-44099861,2025-04-11,deposit
USNXXMCP0HZL,358.54,REF-30690569,2025-09-24,invoice
GRLUFHVC2RJY,708.81,REF-56578231,2025-01-31,deposit
NAU5AU0GDG7C,687.98,REF-40691141,2025-10-05,withdrawal
NHZ2MYU52ML2,749.31,REF-56301507,2025-07-04,deposit
VYPZQVS6EWJQ,128.72,REF-69612360,2025-11-02,withdrawal
AECTXVB4RNKF,879.56,REF-57407496,2025-09-13,invoice
80ZTFOMMLDD6,940.14,REF-87669693,2025-07-06,invoice
17UG86JAEWSE,858.11,REF-69406726,2025-08-21,deposit
JZWSLQTBKHKM,112.91,REF-62376112,2025-06-23,payment
DWG5KTKLC20B,339.36,REF-18229206,2025-03-21,invoice
8DUG6FT9FCGI,244.65,REF-95549456,2025-07-02,payment
YMCM0ZJSPBEU,136.73,REF-61263940,2025-06-12,deposit
YL3BHGRJCRDB,80.55,REF-16126981,2025-02-26,payment
CURDOZCMURM2,292.32,REF-19924192,2025-09-28,deposit
6A5AMNXYBE4H,140.34,REF-30536495,2025-07-23,deposit
X1JZ6LN0CRQU,445.73,REF-80258950,2025-04-24,withdrawal
LYYG6IFMVQCA,614.39,REF-56087252,2026-01-04,invoice
1EFQIPY5JD4B,190.25,REF-38904591,2025-06-25,invoice
70AEUOTA3594,135.08,REF-10959110,2025-02-01,withdrawal
SMM7RMUKCPPY,423.7,REF-27540567,2025-12-11,payment
SCZGGVAAUO3D,216.54,REF-73587155,2025-11-26,deposit
YAIN8A1X12IX,152.27,REF-10779092,2025-05-14,deposit
DSRD4W679JJZ,332.11,REF-98203435,2025-10-29,payment
TUH3NFOOB3A3,595.07,REF-38370405,2025-11-20,invoice
0AXT2LKVA443,943.51,REF-68443950,2025-07-28,invoice
9IRDP7GVMA2Z,371,REF-49548705,2025-09-19,deposit
EQVBAFEIRYHS,769.73,REF-79919400,2025-05-06,payment
SHBSCNAFPFJA,302.68,REF-85324248,2026-01-13,payment
TXAUIFCMVQ7J,167.89,REF-41007099,2025-04-07,deposit
0WGGPUWQUHRX,398.37,REF-54272674,2025-09-10,withdrawal
OEYNYUTHNTJL,516.59,REF-12333149,2025-11-05,payment
IOJQ2Y8F1MFD,470.71,REF-70119032,2025-12-18,deposit
S2ZI98MFRKZK,420.35,REF-21872706,2025-03-15,payment
AHJDU5GSS4ZZ,916,REF-68283541,2025-07-25,invoice
IVCOUYLGGAK6,840.92,REF-79803566,2025-09-13,deposit
JGX37C244EZZ,1.86,REF-38378125,2025-11-09,deposit
MWGE1ZBP2QYI,528.13,REF-55018437,2025-05-20,invoice
ERVKIAYQCUDU,493.51,REF-80447091,2025-04-19,deposit
EOKWSXGC4ILC,524.28,REF-84329893,2025-09-25,payment
JGJ7SSBFFZUI,665.23,REF-40133069,2025-04-21,deposit
OCS0ZSRTZPPK,963.99,REF-30678929,2025-11-29,deposit
RD9PGBQLEX5V,467.67,REF-42301887,2025-09-14,invoice
DKIZ6TCNVH3Y,396.09,REF-14408200,2025-02-16,withdrawal
P84QMD17B67W,353.38,REF-86266012,2025-09-23,invoice
6E2NYQC91MTA,679.41,REF-13345882,2025-02-10,payment
1UA33LAIKHTB,781.52,REF-37180341,2025-07-08,deposit
ZT3OAKAH8SUT,539.77,REF-77465065,2025-06-29,invoice
VMYTMKGWSI2O,76.89,REF-34744789,2025-12-11,payment
FN1BMH2YK489,422.92,REF-56664066,2025-11-30,invoice
C79QU7RGCJAO,471.65,REF-45170149,2025-10-26,withdrawal
1GXROWNUJOCY,741.41,REF-89627000,2025-06-04,payment
IUCBLRKDYTAR,510.55,REF-91988750,2025-07-09,withdrawal
YYTT7X5FABFF,323.03,REF-93621983,2025-12-19,withdrawal
P4GNVL2ZNNFF,184.53,REF-65029607,2025-11-28,deposit
AUEHE40KGN7V,887.83,REF-44788339,2025-10-02,payment
GWUSQFNPG1IJ,387.28,REF-63860533,2025-11-13,withdrawal
NF99W2MCNDVS,386.54,REF-69284757,2025-09-27,payment
TUXKAXLARSWE,311.68,REF-96098848,2025-09-02,invoice
YKJJKDFITBD7,992.08,REF-24581513,2025-12-26,invoice
PW8QF75EIIAG,2.28,REF-38361770,2025-05-06,payment
NEQOC5OOEWCA,109.18,REF-28902210,2025-04-15,payment
SXMXG6Y4WBNS,802.28,REF-15309953,2025-03-21,payment
GVXSMVZ04R8Y,953.83,REF-75055379,2025-04-05,invoice
RH8QOJI66RD0,198.22,REF-45887903,2025-07-24,withdrawal
FS5O6TJTXIZZ,807.63,REF-74774461,2025-12-08,deposit
HMZJDTSGVSG3,155.2,REF-64905826,2025-03-20,payment
M6YTCABFMPOQ,528.32,REF-19224854,2025-03-25,payment
PRAGKIFPIHKY,416.94,REF-08883690,2025-12-25,invoice
CYHHES5QCGCA,962.35,REF-79572286,2025-11-12,withdrawal
RSIJO8ZQUAYH,83.81,REF-24010719,2026-01-13,withdrawal
F0M4FKQH06YF,749.38,REF-42316439,2025-08-26,invoice
XLODODP8XMKF,651.89,REF-98496809,2025-03-02,deposit
AQVBAUNY2V0J,114.22,REF-70377720,2025-09-07,invoice
GIQY7WXH4IR9,675.27,REF-47473245,2025-03-11,deposit
A4G9ECS8RDDF,114.2,REF-03567063,2025-05-04,invoice
A96FZZOY0NXW,943.91,REF-08691630,2025-11-10,deposit
AMKJPQ6WAFCD,461.43,REF-14226132,2025-08-12,invoice
FAEOAIYKBFTW,156.23,REF-26478769,2025-05-21,payment
3NJYP5OFCLH4,748.26,REF-50402911,2025-08-14,deposit
MKSNJ1NN52JQ,651.41,REF-33574243,2025-02-10,withdrawal
JUKAURAF7OJE,321.05,REF-82726308,2025-04-29,withdrawal
OHHKDBQDB9DV,726.39,REF-60880813,2025-02-15,invoice
QXCCGMQM24A7,327.57,REF-36991129,2025-11-30,invoice
KJ9KR20N54DN,338.73,REF-55353322,2025-04-04,invoice
XFOMH6VJCQDM,622.8,REF-55811910,2025-11-19,deposit
8VKNNMNVPWMR,594.91,REF-36435945,2025-06-07,invoice
F7SVHIC8QMAF,110.57,REF-93764867,2025-04-24,payment
SRFICDOJGXDS,607.95,REF-26925272,2025-08-06,deposit
DEPYZLVEQ5KH,486.06,REF-61415254,2025-11-22,payment
KVX0QCV6QBTR,697.28,REF-56684117,2025-08-27,withdrawal
OYIRXEYDBDPN,275.04,REF-26514462,2025-08-06,invoice
BTKQCQKYAVTD,208.51,REF-04636338,2025-08-15,invoice
BANLVL6NRCGQ,720.47,REF-61917229,2025-08-14,invoice
5SSWCYGJ3HV7,6.92,REF-04146105,2025-07-04,deposit
BPOGAG6SJVFH,730.22,REF-73362835,2025-10-31,withdrawal
8B7DGRIUCJGI,727.87,REF-58216320,2025-07-29,invoice
XQG0DYGIGYXC,237.03,REF-71602366,2025-11-10,payment
TGHI8VHKRHHD,442.12,REF-22186394,2025-05-28,withdrawal
EDNMBYXM2PXF,684.12,REF-18937090,2026-01-12,invoice
KNOANMXMRA4J,194.15,REF-56932059,2025-06-25,payment
HKVIVHDXYP88,483.2,REF-13681554,2025-08-29,withdrawal
0XRIUEXJD4LC,463.12,REF-99696611,2025-02-15,invoice
SYLWERDMHQEV,177.18,REF-95121400,2025-02-23,deposit
GAWUNV2FT7OG,210.42,REF-67707347,2025-09-05,deposit
WXKBFC7L54HA,519.32,REF-92504873,2025-12-30,deposit
EFQ9HJJC32D0,103.46,REF-37638029,2025-11-21,payment
BJMJTWATXFTC,356.92,REF-83637698,2026-01-21,deposit
MGGPJ6ENT5LR,42.47,REF-98332714,2025-04-10,invoice
YBWXUZL35XCT,371.84,REF-13660750,2025-11-12,payment
U44TDKB2ZMPG,338.2,REF-14226924,2025-11-12,withdrawal
PUNEGOCTU6YI,838.77,REF-45869255,2025-03-12,withdrawal
CMANHWNWIUJD,617.4,REF-35916219,2025-06-22,invoice
5HIM4JJHRSWX,723.37,REF-35901436,2025-08-02,invoice
E46YKD1P9M9A,581.28,REF-90026083,2025-08-01,withdrawal
KVCLCE7STV6R,439.33,REF-08925357,2025-12-24,invoice
XOQEIMTK6PSR,974.67,REF-66592587,2025-07-14,withdrawal
VB0SC55DXZ6C,959.63,REF-02627392,2025-12-28,invoice
7H8O1K3JAQAK,10.26,REF-12097721,2025-07-20,invoice
GRSHSJTCR1LP,933.95,REF-08909644,2025-12-28,payment
NIVRYWZVSH5H,88.44,REF-74816379,2025-09-03,payment
0ZVX01HLJCB9,115.93,REF-02335249,2026-01-19,payment
TGQE0KDF9WSZ,894.01,REF-85067962,2025-02-15,deposit
V5J1CKEPA4LW,408.58,REF-31465300,2025-05-04,payment
WHJ2W8BCTITX,899.65,REF-26310485,2025-07-02,withdrawal
BTYG9J1VN5KU,925.55,REF-04106872,2025-10-08,withdrawal
YG6TTGYL3VGL,189.41,REF-49241177,2025-02-22,deposit
CSB520UEQUH6,132.97,REF-14217366,2025-10-31,payment
XFJ7AF64W2MO,232.62,REF-98019163,2025-03-18,deposit
XEIPMUTAWW2U,64.64,REF-84565952,2025-12-02,payment
7F0CPA3XVTUW,507.85,REF-13096313,2025-12-22,deposit
JET93HJSLKHM,557.55,REF-90282255,2025-11-29,payment
9XBJ4C3U8T5N,520.27,REF-83070427,2025-10-04,deposit
7XCCXRXPDLE5,801.19,REF-14740492,2025-11-07,payment
EAI2WQV5T1FI,612.6,REF-78840335,2025-05-03,payment
0LFACX7RKLX5,84.48,REF-00059057,2025-04-30,invoice
IJOKXOMJRJLD,672.42,REF-12034952,2025-02-23,withdrawal
BB5YIRBSDKYS,572.4,REF-33762446,2025-12-12,deposit
ZMHFZ4R5EIQJ,664.11,REF-40129739,2025-06-29,payment
XUEYQEE7MHTD,798.97,REF-95956100,2025-11-12,withdrawal
ZJ7FRR0CIXMI,697.46,REF-92075423,2025-05-04,invoice
GSDTFWC471EF,78.36,REF-40581002,2025-07-11,deposit
EWGMIPIENMET,69.84,REF-37063306,2025-05-13,invoice
NVWIAXTL7QCX,769.55,REF-66846813,2025-12-20,payment
HY8XKMTJCYYW,827.28,REF-83861402,2025-10-19,payment
MXUJ1U8V8GQF,230.11,REF-33164988,2025-08-20,payment
9H4ZKNUMRMYS,922.52,REF-57162138,2025-02-12,invoice
J7PT0XCE5RDQ,285.88,REF-65451567,2026-01-11,invoice
ETFZGHZSKW42,789.64,REF-06276315,2025-04-30,withdrawal
YGKDSFNYXGHH,199.58,REF-34452420,2025-04-22,invoice
7B7AS6DSH6AX,240.66,REF-96006862,2025-02-11,invoice
Q33M9JJDFSG8,690.07,REF-03959872,2025-11-24,payment
CNAAXLYWLGUR,697.29,REF-92901034,2025-04-19,invoice
2OUKYHWBIUME,232.93,REF-00365515,2025-09-02,deposit
NQJRPI6OFW4W,977.21,REF-91377763,2025-03-31,payment
UDOV61QC4OEH,421.05,REF-15551961,2025-02-24,withdrawal
6ACGNPXALY05,429.26,REF-02940346,2025-08-16,payment
WXOXBHXKJJGN,931.96,REF-62851813,2025-05-17,withdrawal
VYSOY276QL2B,562.91,REF-37620535,2025-09-28,deposit
3BFXQNRK14VR,24.44,REF-17592873,2025-08-05,payment
DIFW9JHM44K2,624.47,REF-91280357,2025-12-03,invoice
6ABUIW2U0AO9,961.34,REF-94078375,2025-04-02,payment
DG3DP1AHQKEF,295.78,REF-45036391,2025-11-12,withdrawal
WYC8WPFVA63V,67.21,REF-27408793,2026-01-10,invoice
3ULIWJCODJ5W,711.37,REF-18809119,2025-07-16,withdrawal
SNHUTUS5G1TA,736.94,REF-01375556,2025-10-21,payment
J37VWSSDOJRL,754.6,REF-73574205,2025-11-03,withdrawal
U3EOMJGY2ULD,912.47,REF-00461506,2025-10-01,invoice
8RLTQAGPSVQV,188.63,REF-97855676,2025-11-22,invoice
TSVFYDCBVMBX,933.82,REF-45673181,2025-10-13,deposit
4REJDI0OR7AT,144.71,REF-48371445,2025-04-16,payment
UDXNYWO34WL8,905.93,REF-71998179,2025-06-03,invoice
BKUH2K7XVFDP,21.68,REF-95778961,2025-08-24,deposit
GPNP3TUFDU5C,161.61,REF-13021857,2025-12-09,payment
0RA8ZOO6YYH5,807.01,REF-00356701,2025-12-28,invoice
H0CTIHLEDLHU,322.1,REF-65278696,2025-07-05,withdrawal
DJJ3T6LDES6W,314.03,REF-72566692,2025-04-19,deposit
IVFFA74C6UEH,50.5,REF-38803268,2025-10-11,invoice
DA8IQD1CXLHI,351.36,REF-44410842,2025-08-31,invoice
USCDMAO8OEZ1,977.21,REF-94224896,2025-06-02,withdrawal
PFYRMAK6Q8YE,187.53,REF-17900967,2025-11-10,invoice
QSG4CNKWCQOA,141.82,REF-47910891,2025-09-04,withdrawal
5TNDDVWEQXHE,327.55,REF-05372527,2025-05-20,withdrawal
BQLUTNE8THWX,131.17,REF-16446059,2025-12-02,payment
5BELPOIBNMYR,129.46,REF-86813489,2025-09-04,invoice
